case_ID,wave,year,weight_wave,weight_aggregate,happening,cause_original,cause_other_text,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,reg_coal_emissions,discuss_GW,hear_GW_media,gender,age,age_category,generation,educ,educ_category,minincome,income_category,race,ideology,party,party_w_leaners,party_x_ideo,registered_voter,region9,region4,religion,religion_other_nonchristian,evangelical,service_attendance,marit_status,employment,house_head,house_size,house_ages0to1,house_ages2to5,house_ages6to12,house_ages13to17,house_ages18plus,house_type,house_own
126,1,1,0.48,0.26169083,3,2,,4,2,3,2,2,2,2,2,2,3,3,4,NA,1,NA,2,54,2,4,10,3,175000,3,1,3,1,1,4,1,1,1,3,,2,3,1,1,2,2,0,0,0,0,2,1,1
127,1,1,1.81,0.98679249,3,1,,6,1,3,0,3,0,3,4,4,4,2,4,NA,3,NA,1,54,2,4,5,1,0,1,1,3,5,4,-2,2,2,1,2,,2,3,5,6,2,3,0,0,0,0,3,1,1
128,1,1,0.33,0.17991244,3,2,,4,1,2,0,0,0,0,0,1,3,1,3,NA,1,NA,2,65,3,5,10,3,35000,1,1,3,3,3,3,1,3,2,3,,2,5,1,1,2,3,0,0,0,0,3,1,1
129,1,1,5.12,2.79136881,3,1,,6,4,3,2,2,2,2,2,4,3,2,2,NA,2,NA,2,30,1,3,9,2,50000,2,4,2,2,2,1,1,2,1,4,,1,6,1,4,1,2,0,0,0,0,2,3,2
130,1,1,0.26,0.1417492,3,1,,6,4,3,1,3,3,4,4,3,4,4,4,NA,2,NA,1,57,3,4,12,4,50000,2,1,2,2,2,1,1,5,3,2,,2,1,1,1,2,2,0,0,0,0,2,1,1
131,1,1,0.42,0.22897947,3,2,,4,4,2,2,2,3,2,2,3,2,2,4,NA,2,NA,1,64,3,5,13,4,175000,3,1,3,3,1,4,1,8,4,12,,2,3,1,1,2,2,0,0,0,0,2,1,1
133,1,1,0.42,0.22897947,3,1,,6,4,4,3,4,4,4,4,6,4,3,4,NA,3,NA,2,45,2,4,10,3,85000,2,1,1,2,2,1,1,6,3,15,,2,1,1,1,2,2,0,0,0,0,2,1,1
135,1,1,5.12,2.79136881,3,1,,6,2,3,1,1,1,1,1,6,1,-1,-1,NA,4,NA,1,24,1,2,11,3,30000,1,3,5,3,3,3,3,2,1,9,,3,2,5,1,1,2,0,0,0,0,2,1,1
136,1,1,0.83,0.45250705,3,1,,6,2,3,2,3,3,4,4,5,3,3,3,NA,2,NA,2,70,3,5,5,1,125000,3,1,3,3,3,3,1,1,1,1,,2,2,3,5,2,6,0,0,0,0,6,1,1
137,1,1,1.46,0.79597626,3,2,,4,4,3,2,3,3,4,3,4,3,3,2,NA,1,NA,2,28,1,3,9,2,35000,1,1,3,5,4,-2,2,3,2,3,,3,3,1,7,1,3,0,0,1,0,2,1,1
139,1,1,1.01,0.55064111,3,3,both reasons 1 &2,5,4,3,0,3,3,3,3,4,4,4,4,NA,3,NA,1,27,1,2,10,3,60000,2,1,3,3,2,2,1,4,2,2,,2,2,5,4,1,3,0,0,0,0,3,1,1
140,1,1,1.49,0.81233194,3,1,,6,4,3,2,3,4,4,4,6,4,4,3,NA,4,NA,2,72,3,5,14,4,50000,2,1,3,2,2,2,1,3,2,3,,2,6,5,1,1,1,0,0,0,0,1,1,1
141,1,1,3.67,2.00084444,3,1,,6,4,2,2,3,4,4,3,3,3,3,4,NA,1,NA,1,36,2,3,13,4,100000,3,3,2,3,2,1,2,9,4,7,,2,1,5,1,2,1,0,0,0,0,1,1,2
142,1,1,0.43,0.23443136,1,2,,4,2,2,1,2,2,2,2,1,3,2,3,NA,2,NA,1,72,3,5,12,4,100000,3,1,3,1,1,4,1,5,3,1,,2,3,1,5,2,1,0,0,0,0,1,1,1
143,1,1,0.77,0.4197957,1,2,,4,2,2,1,2,2,0,2,2,3,1,4,NA,1,NA,1,69,3,5,10,3,75000,2,1,5,1,1,5,1,8,4,4,,2,5,1,5,1,1,0,0,0,0,1,1,1
144,1,1,1.19,0.64877517,3,1,,6,4,4,4,4,4,4,4,4,4,3,-1,NA,4,NA,1,34,1,3,12,4,85000,2,1,3,2,2,2,1,9,4,3,,2,4,1,1,2,2,0,0,0,0,2,2,2
145,1,1,0.14,0.07632649,3,1,,6,2,3,2,3,4,4,4,2,3,2,1,NA,2,NA,1,38,2,3,9,2,50000,2,3,5,1,1,5,1,9,4,15,,2,2,6,1,2,4,0,1,1,0,2,1,2
146,1,1,0.97,0.52883354,1,2,,4,3,1,1,1,1,1,1,1,1,3,3,NA,1,NA,1,46,2,4,9,2,125000,3,1,3,1,1,4,1,8,4,15,,-1,1,1,1,2,2,0,0,0,0,2,1,1
147,1,1,0.24,0.13084541,3,1,,6,4,3,2,3,3,4,4,6,4,3,4,NA,2,NA,2,20,1,2,10,3,7500,1,3,3,3,1,4,1,9,4,2,,1,3,5,1,1,2,0,0,0,0,2,1,1
148,1,1,0.46,0.25078704,3,1,,6,1,2,0,0,0,3,2,2,3,1,3,NA,1,NA,2,37,2,3,12,4,40000,1,2,3,2,2,2,1,7,3,11,,1,4,5,1,2,1,0,0,0,0,1,3,2
149,1,1,0.39,0.2126238,2,3,"I think human activities are causing climate change, but not necessairly warming.",6,2,3,2,2,3,3,4,6,3,3,4,NA,3,NA,1,30,1,3,12,4,85000,2,1,3,3,1,4,1,8,4,15,,2,1,1,1,2,3,1,0,0,0,2,1,1
150,1,1,0.55,0.29985407,2,1,,6,2,2,3,3,3,4,4,5,3,4,4,NA,3,NA,2,53,2,4,13,4,60000,2,1,3,1,1,4,1,3,2,2,,2,3,5,1,2,1,0,0,0,0,1,1,1
151,1,1,0.47,0.25623893,2,1,,6,4,3,4,4,4,4,4,6,3,3,4,NA,1,NA,2,42,2,3,8,1,7500,1,1,1,2,2,1,2,3,2,1,,3,1,6,1,1,2,0,0,0,0,2,1,1
152,1,1,0.96,0.52338165,2,2,,4,2,1,0,0,0,0,0,1,1,1,3,NA,3,NA,2,44,2,4,10,3,100000,3,1,3,1,1,4,1,5,3,2,,2,2,1,7,2,4,0,1,1,0,2,1,1
153,1,1,0.37,0.20172001,3,2,,4,4,3,2,2,2,3,3,2,2,3,4,NA,2,NA,2,64,3,5,10,3,35000,1,1,3,3,2,2,1,8,4,3,,2,5,3,5,2,1,0,0,0,0,1,2,1
154,1,1,0.44,0.23988326,2,4,,3,2,3,3,0,0,3,4,6,4,4,4,NA,3,NA,1,38,2,3,1,1,20000,1,1,4,2,2,2,1,6,3,1,,1,4,5,2,1,3,0,0,0,0,3,1,1
155,1,1,2.01,1.09583033,2,1,,6,1,2,2,2,2,2,2,3,3,1,4,NA,1,NA,2,73,3,5,6,1,20000,1,1,3,2,2,2,2,7,3,1,,3,4,3,1,2,1,0,0,0,0,1,4,1
157,1,1,0.91,0.49612219,3,1,,6,4,4,3,3,4,4,4,6,4,4,4,NA,3,NA,2,29,1,3,12,4,60000,2,1,1,2,2,1,1,9,4,2,,2,4,6,7,2,3,0,0,0,0,3,1,1
158,1,1,1.65,0.89956221,3,1,,6,2,3,1,0,-1,4,4,2,3,2,3,NA,3,NA,2,25,1,2,11,3,85000,2,1,3,3,3,3,1,2,1,3,,2,4,1,1,2,4,0,0,0,0,4,1,1
159,1,1,0.94,0.51247787,1,2,,4,3,1,1,1,1,0,1,-1,3,1,3,NA,1,NA,1,94,3,6,9,2,20000,1,1,3,3,3,3,1,5,3,5,,2,3,2,5,2,1,0,0,0,0,1,3,2
160,1,1,0.85,0.46341084,3,1,,6,4,4,2,4,4,4,4,6,4,4,4,NA,3,NA,2,40,2,3,10,3,100000,3,1,3,3,3,3,1,9,4,15,,2,1,1,7,2,3,0,1,0,0,2,1,1
161,1,1,0.29,0.15810487,2,2,,4,2,3,2,2,0,0,2,5,3,3,4,NA,3,NA,1,66,3,5,13,4,35000,1,1,3,3,2,2,1,1,1,3,,2,5,5,5,2,1,0,0,0,0,1,4,1
162,1,1,0.52,0.28349839,3,1,,6,1,3,0,0,0,4,4,5,-1,-1,-1,NA,3,NA,2,53,2,4,10,3,85000,2,1,-1,2,2,-1,3,3,2,15,,2,3,5,1,1,4,0,0,0,0,4,1,1
163,1,1,0.68,0.37072867,2,1,,6,2,3,2,3,0,3,3,1,3,3,3,NA,2,NA,1,41,2,3,10,3,40000,1,1,4,1,1,5,1,6,3,11,,1,5,3,1,2,3,0,0,0,0,3,1,1
164,1,1,0.58,0.31620975,3,1,,6,1,3,0,0,0,0,0,4,3,2,3,NA,3,NA,2,50,2,4,9,2,30000,1,1,3,2,2,2,1,5,3,3,,2,1,2,1,2,1,0,0,0,0,1,1,2
165,1,1,0.85,0.46341084,3,1,,6,4,3,0,0,0,3,0,3,3,1,3,NA,2,NA,2,44,2,4,9,2,125000,3,1,3,2,2,2,1,9,4,3,,2,1,1,7,2,6,0,1,1,2,2,2,1
166,1,1,1.28,0.6978422,3,1,,6,4,3,1,2,4,3,4,3,3,3,4,NA,1,NA,1,25,1,2,12,4,125000,3,1,5,1,1,5,1,7,3,2,,2,3,5,4,1,3,0,0,0,0,3,1,1
167,1,1,0.23,0.12539352,3,2,,4,1,1,1,2,2,3,3,2,4,3,4,NA,1,NA,1,60,3,4,12,4,60000,2,1,4,1,1,5,1,5,3,2,,2,1,1,6,1,2,0,0,0,0,2,1,1
168,1,1,0.9,0.4906703,3,1,,6,2,3,3,3,3,4,4,6,3,3,3,NA,2,NA,1,44,2,4,14,4,125000,3,1,2,1,1,4,2,5,3,3,,3,1,1,2,2,2,0,0,0,0,2,1,1
169,1,1,0.49,0.26714272,1,2,,4,2,2,1,2,2,3,2,1,2,1,3,NA,3,NA,1,34,1,3,12,4,20000,1,1,3,4,3,3,1,4,2,2,,2,1,6,1,2,1,0,0,0,0,1,1,1
170,1,1,0.51,0.2780465,2,2,,4,2,3,2,2,2,2,2,1,3,3,3,NA,3,NA,1,37,2,3,12,4,100000,3,1,3,1,1,4,1,2,1,3,,3,2,1,1,2,2,0,0,0,0,2,1,1
171,1,1,1.67,0.910466,3,1,,6,4,3,4,4,4,4,4,4,3,3,4,NA,2,NA,1,45,2,4,5,1,60000,2,1,5,1,1,5,2,2,1,2,,3,2,1,1,2,2,0,0,0,0,2,4,1
172,1,1,3.38,1.84273957,3,1,,6,2,4,3,3,4,4,4,6,4,4,4,NA,3,NA,2,44,2,4,10,3,50000,2,1,2,2,2,1,1,5,3,3,,2,2,6,1,2,2,0,0,0,0,2,1,1
173,1,1,0.5,0.27259461,3,2,,4,4,3,2,4,4,4,3,4,-1,4,4,NA,3,NA,2,68,3,5,9,2,40000,1,1,3,1,1,4,-1,2,1,2,,2,5,1,5,2,2,0,0,0,0,2,3,2
174,1,1,1.4,0.76326491,3,1,,6,4,3,3,3,4,4,4,6,3,3,4,NA,3,NA,2,29,1,3,13,4,35000,1,1,2,2,2,1,1,5,3,11,,2,2,5,1,2,1,0,0,0,0,1,3,2
175,1,1,3.01,1.64101955,3,1,,6,4,3,2,3,3,4,4,4,3,3,4,NA,2,NA,2,42,2,3,11,3,60000,2,1,2,2,2,1,1,9,4,15,,2,1,5,1,2,1,0,0,0,0,1,1,1
176,1,1,2.08,1.13399358,3,2,,4,2,3,2,4,4,4,4,5,2,3,3,NA,1,NA,2,22,1,2,7,1,25000,1,4,3,5,4,-2,1,7,3,9,,1,6,4,1,1,6,0,1,0,2,3,4,1
177,1,1,0.82,0.44705516,3,2,,4,4,4,0,0,0,4,4,2,-1,4,4,NA,4,NA,1,63,3,5,12,4,35000,1,1,2,2,2,1,1,7,3,3,,2,1,1,6,2,1,0,0,0,0,1,3,2
178,1,1,0.38,0.2071719,3,1,,6,4,3,0,4,4,4,4,6,3,4,4,NA,3,NA,2,43,2,3,12,4,50000,2,2,2,2,2,1,1,3,2,15,,2,2,1,7,1,3,0,0,0,1,2,1,1
179,1,1,0.5,0.27259461,2,2,,4,1,3,3,4,3,4,4,6,3,3,3,NA,1,NA,1,46,2,4,6,1,25000,1,1,3,5,4,-2,2,3,2,2,,1,1,5,4,2,1,0,0,0,0,1,3,2
180,1,1,3.84,2.09352661,3,1,,6,1,3,2,3,3,4,4,4,1,2,3,NA,2,NA,2,34,1,3,9,2,60000,2,3,3,5,4,-2,1,6,3,9,,1,6,1,7,2,6,0,1,2,1,2,1,1
181,1,1,3.2,1.74460551,3,1,,6,4,3,2,3,3,3,3,3,3,3,4,NA,3,NA,1,27,1,2,10,3,30000,1,1,4,1,1,5,1,8,4,4,,2,5,1,1,1,2,0,0,0,0,2,2,2
183,1,1,0.58,0.31620975,3,3,"Changes in the Sun's Output, and increase in CO2 output",5,2,3,1,3,4,4,4,3,4,3,4,NA,3,NA,1,57,3,4,13,4,60000,2,1,4,3,1,5,1,4,2,2,,2,2,1,1,2,2,0,0,0,0,2,1,1
184,1,1,0.77,0.4197957,3,1,,6,4,3,2,4,4,4,4,4,4,4,4,NA,4,NA,1,56,3,4,13,4,175000,3,1,2,3,2,1,1,6,3,11,,1,6,1,5,2,2,0,0,0,0,2,1,1
185,1,1,0.36,0.19626812,3,1,,6,2,3,0,0,0,0,0,6,2,2,2,NA,1,NA,2,18,1,2,9,2,100000,3,1,3,1,1,4,1,5,3,9,,1,6,5,1,1,3,0,0,0,0,3,1,1
186,1,1,2.35,1.28119467,1,2,,4,1,1,-1,0,0,-1,0,1,3,3,3,NA,4,NA,2,27,1,2,8,1,100000,3,4,2,1,1,4,1,6,3,11,,3,1,5,1,1,3,0,0,0,0,3,1,1
187,1,1,1.21,0.65967896,3,1,,6,4,4,4,4,4,4,4,6,4,4,4,NA,4,NA,1,44,2,4,12,4,50000,2,4,1,2,2,1,1,7,3,2,,1,5,3,2,2,2,0,0,0,0,2,2,1
188,1,1,0.19,0.10358595,1,2,,4,4,2,2,2,3,2,2,2,3,3,3,NA,3,NA,1,76,3,5,10,3,85000,2,1,5,1,1,5,1,6,3,1,,1,3,1,1,2,3,0,0,0,0,3,1,1
189,1,1,1.93,1.0522152,2,1,,6,2,3,0,0,0,0,0,2,3,3,3,NA,2,NA,2,50,2,4,10,3,85000,2,1,3,5,4,-2,1,5,3,1,,3,5,1,1,2,3,0,0,0,0,3,1,1
190,1,1,0.39,0.2126238,3,1,,6,4,3,3,3,4,0,4,6,4,3,4,NA,3,NA,2,51,2,4,13,4,75000,2,1,2,2,2,1,1,2,1,11,,2,3,3,1,2,4,0,0,0,1,3,3,2
191,1,1,2.72,1.48291468,2,2,,4,2,2,0,0,0,0,0,1,3,2,4,NA,1,NA,2,69,3,5,5,1,20000,1,1,4,3,1,5,1,5,3,3,,2,2,1,5,2,2,0,0,0,0,2,1,1
192,1,1,0.68,0.37072867,3,1,,6,4,3,4,3,4,4,4,5,4,4,4,NA,3,NA,1,34,1,3,13,4,150000,3,3,2,2,2,1,1,1,1,7,,2,2,1,1,2,2,0,0,0,0,2,2,1
193,1,1,1.18,0.64332328,3,1,,6,4,3,2,3,4,4,4,6,4,3,4,NA,3,NA,1,24,1,2,12,4,75000,2,1,1,3,2,1,1,3,2,15,,2,1,5,7,1,4,0,0,0,0,4,1,1
194,1,1,0.7,0.38163245,2,2,,4,1,1,1,2,3,3,3,2,2,2,3,NA,2,NA,2,30,1,3,12,4,20000,1,1,4,1,1,5,1,7,3,1,,1,5,1,1,2,3,0,0,1,0,2,3,2
195,1,1,1.16,0.6324195,1,4,,3,2,1,1,1,1,1,1,1,2,1,3,NA,3,NA,1,40,2,3,11,3,125000,3,1,3,1,1,4,1,8,4,2,,2,2,1,1,2,4,0,0,1,1,2,1,1
196,1,1,3.83,2.08807472,3,1,,6,2,3,2,3,4,4,4,4,3,4,3,NA,3,NA,1,26,1,2,10,3,85000,2,1,1,2,2,1,1,3,2,12,,2,2,6,1,1,4,0,0,0,0,4,1,1
197,1,1,0.86,0.46886273,3,1,,6,4,3,2,3,4,4,4,6,3,2,3,NA,1,NA,2,28,1,3,12,4,75000,2,4,2,3,2,1,1,9,4,15,,2,1,1,1,2,3,0,0,0,0,3,3,2
198,1,1,1.35,0.73600545,3,1,,6,4,3,3,3,3,3,4,5,3,3,3,NA,3,NA,1,22,1,2,9,2,75000,2,1,3,1,1,4,1,5,3,1,,1,5,5,6,1,4,0,0,0,0,4,1,1
199,1,1,0.85,0.46341084,3,1,,6,4,4,3,4,4,4,4,6,4,4,4,NA,2,NA,1,42,2,3,12,4,60000,2,1,3,3,2,2,1,3,2,11,,1,6,1,2,2,2,0,0,0,0,2,1,1
200,1,1,1.06,0.57790057,3,1,,6,2,3,2,4,4,4,4,4,4,4,4,NA,2,NA,1,61,3,4,12,4,12500,1,2,2,2,2,1,1,7,3,3,,2,5,5,6,1,1,0,0,0,0,1,1,1
201,1,1,0.98,0.53428544,3,2,,4,2,1,1,1,1,1,2,1,3,2,4,NA,2,NA,1,74,3,5,13,4,75000,2,1,5,1,1,5,1,8,4,2,,2,2,3,5,2,1,0,0,0,0,1,1,1
202,1,1,0.21,0.11448974,3,2,,4,2,1,1,1,1,1,1,1,2,2,4,NA,2,NA,1,61,3,4,12,4,60000,2,1,3,1,1,4,1,5,3,2,,1,5,1,5,2,2,0,0,0,0,2,1,1
203,1,1,0.71,0.38708435,1,2,,4,2,1,1,1,1,1,1,1,1,1,1,NA,3,NA,1,58,3,4,12,4,100000,3,1,5,4,1,5,1,5,3,1,,2,2,1,1,2,2,0,0,0,0,2,1,1
204,1,1,0.72,0.39253624,3,1,,6,4,3,2,2,2,2,2,3,4,4,4,NA,3,NA,1,44,2,4,12,4,125000,3,1,3,1,1,4,1,9,4,3,,2,3,1,1,2,4,0,1,1,0,2,2,1
205,1,1,0.68,0.37072867,3,1,,6,4,2,2,3,4,4,4,6,3,4,3,NA,2,NA,1,78,3,5,9,2,40000,1,4,4,3,3,3,1,7,3,12,,2,1,3,5,2,2,0,0,0,0,2,1,1
206,1,1,0.37,0.20172001,1,3,bull,3,2,2,2,2,2,2,2,1,1,2,3,NA,1,NA,1,72,3,5,12,4,20000,1,1,5,1,1,5,1,9,4,2,,2,2,5,5,1,1,0,0,0,0,1,3,2
207,1,1,0.57,0.31075786,3,-1,,-1,4,4,3,4,0,0,0,6,3,4,3,NA,3,NA,1,70,3,5,10,3,60000,2,1,3,2,2,2,1,9,4,2,,2,2,3,5,2,2,0,0,0,0,2,3,2
208,1,1,0.14,0.07632649,2,4,,3,2,2,1,2,2,2,2,4,1,1,1,NA,1,NA,2,73,3,5,10,3,175000,3,3,3,3,3,3,1,9,4,3,,2,6,2,5,2,4,0,0,0,0,4,1,1
209,1,1,0.56,0.30530596,3,2,,4,2,1,0,0,0,0,0,2,1,1,2,NA,2,NA,2,73,3,5,7,1,60000,2,1,5,4,1,5,1,3,2,2,,3,2,1,5,2,2,0,0,0,0,2,1,1
210,1,1,1.1,0.59970814,2,2,,4,1,3,3,4,4,4,4,6,3,2,4,NA,2,NA,1,23,1,2,9,2,15000,1,1,3,2,2,2,1,9,4,2,,3,4,5,1,2,2,0,0,0,0,2,3,2
212,1,1,0.44,0.23988326,2,2,,4,2,2,1,3,3,4,4,2,3,4,4,NA,2,NA,2,67,3,5,10,3,125000,3,1,3,3,1,4,1,5,3,3,,2,5,1,5,2,2,0,0,0,0,2,1,1
213,1,1,0.43,0.23443136,3,3,both of the above,5,4,2,1,3,0,4,4,4,4,4,4,NA,3,NA,2,79,3,5,13,4,40000,1,1,3,1,1,4,1,9,4,2,,2,2,3,5,2,1,0,0,0,0,1,1,1
214,1,1,0.73,0.39798813,3,1,,6,4,3,3,3,3,3,3,6,3,3,3,NA,2,NA,1,45,2,4,9,2,60000,2,1,4,1,1,5,1,3,2,3,,2,2,1,5,2,2,0,0,0,0,2,3,2
216,1,1,0.31,0.16900866,3,3,Natural & Human,5,2,3,3,3,4,4,4,6,3,2,4,NA,3,NA,2,57,3,4,10,3,35000,1,1,4,3,3,3,1,8,4,3,,2,2,1,5,2,2,0,0,0,0,2,1,1
217,1,1,0.78,0.42524759,3,3,human and  natural occurences,5,2,1,1,3,3,4,4,5,3,2,4,NA,1,NA,1,20,1,2,9,2,40000,1,1,3,5,4,-2,3,4,2,11,,3,4,5,1,1,4,0,0,0,0,4,1,1
218,1,1,0.42,0.22897947,2,2,,4,2,3,0,0,0,0,4,6,3,3,3,NA,3,NA,2,62,3,4,12,4,30000,1,1,4,1,1,5,1,9,4,11,,1,6,1,1,2,3,0,0,0,0,3,1,2
219,1,1,0.67,0.36527678,1,2,,4,2,1,1,1,1,1,1,1,3,3,3,NA,2,NA,1,59,3,4,10,3,20000,1,1,5,1,1,5,1,8,4,9,,2,2,3,6,1,1,0,0,0,0,1,1,2
220,1,1,0.87,0.47431462,2,2,,4,2,2,1,1,1,0,0,2,2,3,4,NA,2,NA,2,40,2,3,12,4,85000,2,1,3,1,1,4,1,9,4,11,,2,4,1,4,2,4,0,0,2,0,2,1,1
221,1,1,0.93,0.50702598,1,2,,4,2,1,1,3,1,1,1,6,2,2,3,NA,3,NA,1,31,1,3,11,3,85000,2,1,4,1,1,5,1,5,3,1,,1,3,1,1,2,2,0,0,0,0,2,1,1
222,1,1,0.77,0.4197957,3,1,,6,4,3,3,3,3,4,4,3,3,3,4,NA,3,NA,2,45,2,4,11,3,50000,2,1,3,2,2,2,1,2,1,3,,2,4,1,4,2,6,0,0,1,1,4,1,1
223,1,1,2.09,1.13944547,3,1,,6,4,4,2,3,4,4,3,6,4,4,4,NA,3,NA,2,35,2,3,14,4,85000,2,3,1,2,2,1,1,8,4,15,,2,1,1,7,2,4,0,1,1,0,2,1,1
224,1,1,0.79,0.43069948,3,3,caused by a combination of both humans and nature,5,4,3,3,3,3,4,4,4,4,4,4,NA,2,NA,2,49,2,4,13,4,100000,3,1,3,3,2,2,1,2,1,5,,2,5,1,1,2,4,0,0,0,0,4,1,1
225,1,1,2.35,1.28119467,3,1,,6,4,1,1,1,1,1,1,2,2,3,3,NA,3,NA,2,26,1,2,14,4,20000,1,1,2,3,2,1,1,6,3,12,,2,1,5,7,2,1,0,0,0,0,1,2,1
226,1,1,0.59,0.32166164,3,1,,6,4,3,3,4,4,4,4,3,4,4,4,NA,3,NA,2,69,3,5,9,2,25000,1,1,3,2,2,2,1,6,3,3,,2,5,5,5,2,1,0,0,0,0,1,1,1
227,1,1,1.97,1.07402276,1,2,,4,2,1,1,1,1,1,1,1,1,3,1,NA,1,NA,1,44,2,4,13,4,125000,3,1,5,1,1,5,1,5,3,1,,1,6,1,2,2,6,0,0,0,3,3,1,1
228,1,1,0.44,0.23988326,3,1,,6,4,3,3,3,4,4,4,6,3,3,4,NA,3,NA,2,65,3,5,10,3,60000,2,1,3,2,2,2,1,9,4,2,,2,2,1,5,2,2,0,0,0,0,2,1,1
229,1,1,0.79,0.43069948,3,1,,6,4,4,1,4,4,4,4,6,4,4,4,NA,3,NA,1,59,3,4,12,4,35000,1,1,1,2,2,1,1,9,4,3,,2,3,6,1,2,1,0,0,0,0,1,1,1
230,1,1,0.75,0.40889192,3,1,,6,1,2,1,1,1,2,2,2,3,2,3,NA,1,NA,2,33,1,3,12,4,40000,1,1,4,1,1,5,1,4,2,1,,1,5,1,1,2,4,0,0,2,0,2,1,1
231,1,1,0.4,0.21807569,3,1,,6,4,2,3,3,3,4,4,5,4,2,4,NA,2,NA,1,55,3,4,12,4,100000,3,2,4,2,2,2,1,3,2,1,,1,6,1,1,2,3,0,0,0,1,2,1,1
233,1,1,5.12,2.79136881,3,1,,6,4,3,3,4,4,4,4,4,3,3,3,NA,3,NA,2,26,1,2,12,4,75000,2,1,2,2,2,1,1,3,2,2,,2,2,1,1,2,3,0,0,0,0,3,1,1
234,1,1,0.91,0.49612219,1,2,,4,2,1,1,2,2,2,2,1,2,1,3,NA,2,NA,1,54,2,4,10,3,15000,1,1,4,1,1,5,1,5,3,15,,2,1,1,2,2,2,0,0,0,0,2,4,1
235,1,1,0.57,0.31075786,1,2,,4,3,1,1,1,1,1,1,1,1,1,3,NA,3,NA,1,52,2,4,12,4,50000,2,1,4,1,1,5,1,3,2,11,,2,3,5,1,2,2,0,0,0,0,2,1,1
236,1,1,0.49,0.26714272,3,1,,6,4,4,3,3,4,4,3,6,3,3,4,NA,3,NA,1,71,3,5,12,4,15000,1,1,1,2,2,1,1,3,2,3,,2,3,2,5,2,1,0,0,0,0,1,1,1
237,1,1,0.95,0.51792976,2,2,,4,1,2,0,0,0,0,0,3,4,2,4,NA,1,NA,1,70,3,5,9,2,10000,1,2,2,2,2,1,1,1,1,1,,2,5,3,5,2,1,0,0,0,0,1,3,2
239,1,1,1,0.54518922,3,1,,6,3,4,3,3,3,3,3,4,3,3,3,NA,2,NA,1,61,3,4,10,3,15000,1,1,2,1,1,4,1,9,4,2,,2,2,3,5,2,1,0,0,0,0,1,3,1
240,1,1,1.28,0.6978422,3,1,,6,1,3,0,0,0,4,4,6,4,4,3,NA,3,NA,1,60,3,4,9,2,5000,1,1,3,2,2,2,1,6,3,15,,2,1,3,6,2,1,0,0,0,0,1,4,1
241,1,1,0.15,0.08177838,2,1,,6,2,3,3,3,3,4,3,4,2,1,3,NA,2,NA,1,46,2,4,13,4,85000,2,3,3,1,1,4,1,7,3,5,,2,1,1,1,2,4,0,0,1,1,2,1,1
242,1,1,0.25,0.13629731,3,1,,6,4,2,0,0,0,0,0,5,4,1,3,NA,2,NA,1,43,2,3,7,1,30000,1,1,5,3,3,3,2,9,4,11,,1,1,1,6,2,3,0,0,0,0,3,1,1
243,1,1,1.13,0.61606382,3,1,,6,4,3,0,3,4,4,4,6,3,2,4,NA,2,NA,1,25,1,2,13,4,60000,2,1,4,3,1,5,2,3,2,2,,1,6,5,1,2,1,0,0,0,0,1,3,2
245,1,1,1.21,0.65967896,3,1,,6,4,3,2,3,-1,4,4,5,4,4,4,NA,3,NA,2,27,1,2,12,4,150000,3,1,3,2,2,2,1,2,1,2,,2,2,5,1,1,8,0,0,0,0,8,1,1
247,1,1,0.64,0.3489211,3,1,,6,2,3,2,3,4,4,3,5,4,4,4,NA,2,NA,2,45,2,4,12,4,100000,3,1,4,4,2,2,1,6,3,11,,2,5,1,5,2,2,0,0,0,0,2,2,1
248,1,1,1.12,0.61061193,3,3,both human and natural,5,4,3,2,3,3,4,4,6,4,4,4,NA,3,NA,2,21,1,2,10,3,60000,2,1,1,2,2,1,1,3,2,11,,3,3,6,1,1,5,0,0,1,0,4,1,1
249,1,1,2.17,1.18306061,3,1,,6,4,3,2,2,3,3,3,4,2,4,4,NA,1,NA,2,59,3,4,9,2,30000,1,1,3,2,2,2,1,4,2,1,,1,5,2,7,2,1,0,0,0,0,1,4,1
250,1,1,0.29,0.15810487,3,1,,6,4,4,3,4,4,4,4,6,4,4,4,NA,3,NA,2,56,3,4,13,4,60000,2,1,2,2,2,1,1,8,4,12,,2,1,6,6,2,2,0,0,0,0,2,1,2
251,1,1,0.76,0.41434381,3,1,,6,2,3,3,4,4,4,4,3,4,4,4,NA,3,NA,2,49,2,4,13,4,60000,2,1,2,2,2,1,1,6,3,2,,2,2,1,1,2,2,0,0,0,0,2,1,1
252,1,1,0.71,0.38708435,3,1,,6,2,3,2,4,4,4,4,6,3,4,3,NA,2,NA,2,79,3,5,6,1,20000,1,1,2,2,2,1,1,6,3,5,,2,1,1,5,2,2,0,0,0,0,2,1,1
254,1,1,1.64,0.89411032,2,2,,4,1,1,0,0,0,0,0,1,2,2,2,NA,1,NA,1,50,2,4,10,3,30000,1,1,3,3,3,3,1,2,1,3,,2,3,5,7,2,1,0,0,0,0,1,3,2
